"p, q, n, Phi, e, k, d",Totient,Binary Totient,# Hot Bits,Transparency Percentage
"[193, 353, 68129, 67584, 17, 15, 59633]",67584,0b10000100000000000,2,0.42
"[3, 521, 1563, 1040, 3, 1, 347]",1040,0b10000010000,2,0.38
"[17, 97, 1649, 1536, 3, 1, 2048]",1536,0b11000000000,2,0.36
"[7, 257, 1799, 1536, 3, 1, 2048]",1536,0b11000000000,2,0.33
"[19, 229, 4351, 4104, 5, 1, 821]",4104,0b1000000001000,2,0.28
"[19, 229, 4351, 4104, 17, 12, 2897]",4104,0b1000000001000,2,0.28
"[19, 229, 4351, 4104, 257, 225, 3593]",4104,0b1000000001000,2,0.28
"[19, 229, 4351, 4104, 65537, 27866, 1745]",4104,0b1000000001000,2,0.28
"[19, 457, 8683, 8208, 17, 6, 2897]",8208,0b10000000010000,2,0.28
"[19, 457, 8683, 8208, 257, 241, 7697]",8208,0b10000000010000,2,0.28
"[19, 457, 8683, 8208, 65537, 13933, 1745]",8208,0b10000000010000,2,0.28
"[41, 53, 2173, 2080, 3, 2, 1387]",2080,0b100000100000,2,0.28
"[67, 257, 17219, 16896, 17, 9, 8945]",16896,0b100001000000000,2,0.28
"[13, 173, 2249, 2064, 3, 1, 2752]",2064,0b100000010000,2,0.27
"[17, 131, 2227, 2080, 3, 2, 1387]",2080,0b100000100000,2,0.27
"[23, 97, 2231, 2112, 3, 1, 2816]",2112,0b100001000000,2,0.27
"[23, 193, 4439, 4224, 5, 1, 845]",4224,0b1000010000000,2,0.27
"[17, 137, 2329, 2176, 3, 2, 1451]",2176,0b100010000000,2,0.26
"[37, 229, 8473, 8208, 5, 3, 4925]",8208,0b10000000010000,2,0.26
"[37, 229, 8473, 8208, 17, 6, 2897]",8208,0b10000000010000,2,0.26
"[37, 229, 8473, 8208, 257, 241, 7697]",8208,0b10000000010000,2,0.26
"[37, 229, 8473, 8208, 65537, 13933, 1745]",8208,0b10000000010000,2,0.26
"[17, 521, 8857, 8320, 5, 1, 9984]",8320,0b10000010000000,2,0.25
"[19, 257, 4883, 4608, 5, 3, 2765]",4608,0b1001000000000,2,0.25
"[37, 457, 16909, 16416, 17, 3, 2897]",16416,0b100000000100000,2,0.25
"[37, 457, 16909, 16416, 257, 249, 15905]",16416,0b100000000100000,2,0.25
"[37, 457, 16909, 16416, 65537, 39735, 9953]",16416,0b100000000100000,2,0.25
"[73, 229, 16717, 16416, 17, 3, 2897]",16416,0b100000000100000,2,0.25
"[73, 229, 16717, 16416, 257, 249, 15905]",16416,0b100000000100000,2,0.25
"[73, 229, 16717, 16416, 65537, 39735, 9953]",16416,0b100000000100000,2,0.25
"[89, 97, 8633, 8448, 5, 3, 5069]",8448,0b10000100000000,2,0.25
"[173, 193, 33389, 33024, 17, 5, 9713]",33024,0b1000000100000000,2,0.25
"[7, 353, 2471, 2112, 3, 1, 2816]",2112,0b100001000000,2,0.24
"[13, 193, 2509, 2304, 3, 1, 3072]",2304,0b100100000000,2,0.24
"[5, 521, 2605, 2080, 3, 2, 1387]",2080,0b100000100000,2,0.23
"[37, 257, 9509, 9216, 5, 4, 7373]",9216,0b10010000000000,2,0.23
"[73, 457, 33361, 32832, 17, 10, 19313]",32832,0b1000000001000000,2,0.23
"[73, 457, 33361, 32832, 257, 253, 32321]",32832,0b1000000001000000,2,0.23
"[73, 457, 33361, 32832, 65537, 52636, 26369]",32832,0b1000000001000000,2,0.23
"[11, 257, 2827, 2560, 3, 2, 1707]",2560,0b101000000000,2,0.21
"[41, 257, 10537, 10240, 5, 1, 12288]",10240,0b10100000000000,2,0.21
"[13, 257, 3341, 3072, 3, 1, 4096]",3072,0b110000000000,2,0.18
"[17, 193, 3281, 3072, 3, 1, 4096]",3072,0b110000000000,2,0.18
"[19, 229, 4351, 4104, 3, 1, 5472]",4104,0b1000000001000,2,0.14
"[19, 457, 8683, 8208, 5, 3, 4925]",8208,0b10000000010000,2,0.14
"[23, 193, 4439, 4224, 3, 1, 5632]",4224,0b1000010000000,2,0.14
"[83, 101, 8383, 8200, 5, 1, 9840]",8200,0b10000000001000,2,0.14
"[83, 101, 8383, 8200, 17, 14, 6753]",8200,0b10000000001000,2,0.14
"[83, 101, 8383, 8200, 257, 75, 2393]",8200,0b10000000001000,2,0.14
"[83, 101, 8383, 8200, 65537, 19765, 2473]",8200,0b10000000001000,2,0.14
"[83, 401, 33283, 32800, 17, 12, 23153]",32800,0b1000000000100000,2,0.14
"[83, 401, 33283, 32800, 257, 83, 10593]",32800,0b1000000000100000,2,0.14
"[83, 401, 33283, 32800, 65537, 54094, 27073]",32800,0b1000000000100000,2,0.14
"[131, 257, 33667, 33280, 17, 3, 5873]",33280,0b1000001000000000,2,0.14
"[13, 353, 4589, 4224, 3, 1, 5632]",4224,0b1000010000000,2,0.13
"[37, 457, 16909, 16416, 5, 4, 13133]",16416,0b100000000100000,2,0.13
"[73, 229, 16717, 16416, 5, 4, 13133]",16416,0b100000000100000,2,0.13
"[89, 193, 17177, 16896, 5, 4, 13517]",16896,0b100001000000000,2,0.13
"[97, 173, 16781, 16512, 5, 2, 6605]",16512,0b100000010000000,2,0.13
"[19, 257, 4883, 4608, 3, 1, 6144]",4608,0b1001000000000,2,0.12
"[73, 257, 18761, 18432, 5, 2, 7373]",18432,0b100100000000000,2,0.12
"[97, 193, 18721, 18432, 5, 2, 7373]",18432,0b100100000000000,2,0.12
"[257, 521, 133897, 133120, 17, 5, 39153]",133120,0b100000100000000000,2,0.11
"[97, 257, 24929, 24576, 5, 4, 19661]",24576,0b110000000000000,2,0.09
"[17, 521, 8857, 8320, 3, 2, 5547]",8320,0b10000010000000,2,0.07
"[19, 457, 8683, 8208, 3, 1, 10944]",8208,0b10000000010000,2,0.07
"[37, 229, 8473, 8208, 3, 1, 10944]",8208,0b10000000010000,2,0.07
"[67, 257, 17219, 16896, 5, 4, 13517]",16896,0b100001000000000,2,0.07
"[73, 457, 33361, 32832, 5, 2, 13133]",32832,0b1000000001000000,2,0.07
"[83, 101, 8383, 8200, 3, 2, 5467]",8200,0b10000000001000,2,0.07
"[89, 97, 8633, 8448, 3, 1, 11264]",8448,0b10000100000000,2,0.07
"[173, 193, 33389, 33024, 5, 1, 6605]",33024,0b1000000100000000,2,0.07
"[37, 257, 9509, 9216, 3, 1, 12288]",9216,0b10010000000000,2,0.06
"[41, 257, 10537, 10240, 3, 2, 6827]",10240,0b10100000000000,2,0.06
"[97, 353, 34241, 33792, 5, 2, 13517]",33792,0b1000010000000000,2,0.06
"[137, 257, 35209, 34816, 5, 4, 27853]",34816,0b1000100000000000,2,0.06
"[37, 457, 16909, 16416, 3, 1, 21888]",16416,0b100000000100000,2,0.04
"[73, 229, 16717, 16416, 3, 1, 21888]",16416,0b100000000100000,2,0.04
"[83, 401, 33283, 32800, 5, 1, 39360]",32800,0b1000000000100000,2,0.04
"[97, 173, 16781, 16512, 3, 1, 22016]",16512,0b100000010000000,2,0.04
"[131, 257, 33667, 33280, 5, 1, 39936]",33280,0b1000001000000000,2,0.04
"[193, 257, 49601, 49152, 5, 2, 19661]",49152,0b1100000000000000,2,0.04
"[67, 257, 17219, 16896, 3, 1, 22528]",16896,0b100001000000000,2,0.03
"[73, 257, 18761, 18432, 3, 1, 24576]",18432,0b100100000000000,2,0.03
"[89, 193, 17177, 16896, 3, 1, 22528]",16896,0b100001000000000,2,0.03
"[97, 193, 18721, 18432, 3, 1, 24576]",18432,0b100100000000000,2,0.03
"[193, 353, 68129, 67584, 5, 1, 13517]",67584,0b10000100000000000,2,0.03
"[73, 457, 33361, 32832, 3, 1, 43776]",32832,0b1000000001000000,2,0.02
"[83, 401, 33283, 32800, 3, 2, 21867]",32800,0b1000000000100000,2,0.02
"[97, 257, 24929, 24576, 3, 1, 32768]",24576,0b110000000000000,2,0.02
"[97, 353, 34241, 33792, 3, 1, 45056]",33792,0b1000010000000000,2,0.02
"[131, 257, 33667, 33280, 3, 2, 22187]",33280,0b1000001000000000,2,0.02
"[137, 257, 35209, 34816, 3, 2, 23211]",34816,0b1000100000000000,2,0.02
"[173, 193, 33389, 33024, 3, 1, 44032]",33024,0b1000000100000000,2,0.02
"[257, 521, 133897, 133120, 5, 1, 159744]",133120,0b100000100000000000,2,0.02
"[193, 257, 49601, 49152, 3, 1, 65536]",49152,0b1100000000000000,2,0.01
"[193, 353, 68129, 67584, 3, 1, 90112]",67584,0b10000100000000000,2,0.01
"[257, 521, 133897, 133120, 3, 2, 88747]",133120,0b100000100000000000,2,0
"[29, 257, 7453, 7168, 257, 101, 2817]",7168,0b1110000000000,3,17.2
"[29, 257, 7453, 7168, 65537, 18734, 2049]",7168,0b1110000000000,3,17.2
"[17, 29, 493, 448, 17, 14, 369]",448,0b111000000,3,16.67
"[17, 29, 493, 448, 257, 74, 129]",448,0b111000000,3,16.67
"[17, 29, 493, 448, 65537, 37596, 257]",448,0b111000000,3,16.67
"[5, 29, 145, 112, 5, 2, 45]",112,0b1110000,3,15.28
"[5, 29, 145, 112, 17, 5, 33]",112,0b1110000,3,15.28
"[5, 29, 145, 112, 257, 39, 17]",112,0b1110000,3,15.28
"[5, 29, 145, 112, 65537, 19310, 33]",112,0b1110000,3,15.28
"[113, 257, 29041, 28672, 257, 218, 24321]",28672,0b111000000000000,3,15.03
"[113, 257, 29041, 28672, 65537, 37452, 16385]",28672,0b111000000000000,3,15.03
"[17, 113, 1921, 1792, 17, 12, 1265]",1792,0b11100000000,3,14.9
"[17, 113, 1921, 1792, 257, 147, 1025]",1792,0b11100000000,3,14.9
"[17, 113, 1921, 1792, 65537, 9399, 257]",1792,0b11100000000,3,14.9
"[5, 113, 565, 448, 17, 14, 369]",448,0b111000000,3,14.54
"[5, 113, 565, 448, 257, 74, 129]",448,0b111000000,3,14.54
"[5, 113, 565, 448, 65537, 37596, 257]",448,0b111000000,3,14.54
"[257, 449, 115393, 114688, 257, 183, 81665]",114688,0b11100000000000000,3,14.47
"[257, 449, 115393, 114688, 65537, 9363, 16385]",114688,0b11100000000000000,3,14.47
"[17, 449, 7633, 7168, 257, 101, 2817]",7168,0b1110000000000,3,14.44
"[17, 449, 7633, 7168, 65537, 18734, 2049]",7168,0b1110000000000,3,14.44
"[5, 449, 2245, 1792, 257, 147, 1025]",1792,0b11100000000,3,14.35
"[5, 449, 2245, 1792, 65537, 9399, 257]",1792,0b11100000000,3,14.35
"[3, 449, 1347, 896, 257, 37, 129]",896,0b1110000000,3,14.26
"[3, 449, 1347, 896, 65537, 18798, 257]",896,0b1110000000,3,14.26
"[3, 113, 339, 224, 17, 11, 145]",224,0b11100000,3,14.2
"[3, 113, 339, 224, 257, 148, 129]",224,0b11100000,3,14.2
"[3, 113, 339, 224, 65537, 9655, 33]",224,0b11100000,3,14.2
"[3, 29, 87, 56, 5, 4, 45]",56,0b111000,3,13.95
"[3, 29, 87, 56, 17, 10, 33]",56,0b111000,3,13.95
"[3, 29, 87, 56, 257, 78, 17]",56,0b111000,3,13.95
"[3, 29, 87, 56, 65537, 38620, 33]",56,0b111000,3,13.95
"[23, 257, 5911, 5632, 257, 222, 4865]",5632,0b1011000000000,3,12.99
"[23, 257, 5911, 5632, 65537, 41717, 3585]",5632,0b1011000000000,3,12.99
"[17, 23, 391, 352, 17, 7, 145]",352,0b101100000,3,12.31
"[17, 23, 391, 352, 257, 211, 289]",352,0b101100000,3,12.31
"[17, 23, 391, 352, 65537, 12102, 65]",352,0b101100000,3,12.31
"[5, 23, 115, 88, 5, 3, 53]",88,0b1011000,3,10.53
"[5, 23, 115, 88, 17, 11, 57]",88,0b1011000,3,10.53
"[5, 23, 115, 88, 257, 73, 25]",88,0b1011000,3,10.53
"[5, 23, 115, 88, 65537, 48408, 65]",88,0b1011000,3,10.53
"[89, 257, 22873, 22528, 257, 184, 16129]",22528,0b101100000000000,3,10.1
"[89, 257, 22873, 22528, 65537, 59582, 20481]",22528,0b101100000000000,3,10.1
"[17, 89, 1513, 1408, 17, 6, 497]",1408,0b10110000000,3,9.92
"[17, 89, 1513, 1408, 257, 117, 641]",1408,0b10110000000,3,9.92
"[17, 89, 1513, 1408, 65537, 35794, 769]",1408,0b10110000000,3,9.92
"[5, 89, 445, 352, 17, 7, 145]",352,0b101100000,3,9.46
"[5, 89, 445, 352, 257, 211, 289]",352,0b101100000,3,9.46
"[5, 89, 445, 352, 65537, 12102, 65]",352,0b101100000,3,9.46
"[53, 257, 13621, 13312, 257, 173, 8961]",13312,0b11010000000000,3,9.41
"[53, 257, 13621, 13312, 65537, 50418, 10241]",13312,0b11010000000000,3,9.41
"[257, 353, 90721, 90112, 257, 46, 16129]",90112,0b10110000000000000,3,9.35
"[257, 353, 90721, 90112, 65537, 47664, 65537]",90112,0b10110000000000000,3,9.35
"[17, 353, 6001, 5632, 257, 222, 4865]",5632,0b1011000000000,3,9.3
"[17, 353, 6001, 5632, 65537, 41717, 3585]",5632,0b1011000000000,3,9.3
"[5, 353, 1765, 1408, 257, 117, 641]",1408,0b10110000000,3,9.18
"[5, 353, 1765, 1408, 65537, 35794, 769]",1408,0b10110000000,3,9.18
"[17, 53, 901, 832, 17, 1, 49]",832,0b1101000000,3,9.11
"[17, 53, 901, 832, 257, 198, 641]",832,0b1101000000,3,9.11
"[17, 53, 901, 832, 65537, 20244, 257]",832,0b1101000000,3,9.11
"[3, 353, 1059, 704, 257, 234, 641]",704,0b1011000000,3,9.07
"[3, 353, 1059, 704, 65537, 6051, 65]",704,0b1011000000,3,9.07
"[3, 89, 267, 176, 17, 14, 145]",176,0b10110000,3,9.02
"[3, 89, 267, 176, 257, 165, 113]",176,0b10110000,3,9.02
"[3, 89, 267, 176, 65537, 24204, 65]",176,0b10110000,3,9.02
"[3, 23, 69, 44, 3, 1, 15]",44,0b101100,3,8.82
"[3, 23, 69, 44, 5, 1, 9]",44,0b101100,3,8.82
"[3, 23, 69, 44, 17, 5, 13]",44,0b101100,3,8.82
"[3, 23, 69, 44, 257, 146, 25]",44,0b101100,3,8.82
"[3, 23, 69, 44, 65537, 31279, 21]",44,0b101100,3,8.82
"[5, 53, 265, 208, 5, 3, 125]",208,0b11010000,3,8.33
"[5, 53, 265, 208, 17, 4, 49]",208,0b11010000,3,8.33
"[5, 53, 265, 208, 257, 21, 17]",208,0b11010000,3,8.33
"[5, 53, 265, 208, 65537, 15439, 49]",208,0b11010000,3,8.33
"[3, 53, 159, 104, 5, 1, 21]",104,0b1101000,3,7.59
"[3, 53, 159, 104, 17, 8, 49]",104,0b1101000,3,7.59
"[3, 53, 159, 104, 257, 42, 17]",104,0b1101000,3,7.59
"[3, 53, 159, 104, 65537, 30878, 49]",104,0b1101000,3,7.59
"[3, 29, 87, 56, 3, 1, 19]",56,0b111000,3,6.98
"[43, 257, 11051, 10752, 257, 153, 6401]",10752,0b10101000000000,3,6.95
"[43, 257, 11051, 10752, 65537, 34335, 5633]",10752,0b10101000000000,3,6.95
"[17, 43, 731, 672, 17, 15, 593]",672,0b1010100000,3,6.58
"[17, 43, 731, 672, 257, 135, 353]",672,0b1010100000,3,6.58
"[17, 43, 731, 672, 65537, 25064, 257]",672,0b1010100000,3,6.58
"[7, 449, 3143, 2688, 257, 98, 1025]",2688,0b101010000000,3,6.11
"[7, 449, 3143, 2688, 65537, 6266, 257]",2688,0b101010000000,3,6.11
"[7, 113, 791, 672, 17, 15, 593]",672,0b1010100000,3,6.08
"[7, 113, 791, 672, 257, 135, 353]",672,0b1010100000,3,6.08
"[7, 113, 791, 672, 65537, 25064, 257]",672,0b1010100000,3,6.08
"[7, 29, 203, 168, 5, 3, 101]",168,0b10101000,3,5.94
"[7, 29, 203, 168, 17, 9, 89]",168,0b10101000,3,5.94
"[7, 29, 203, 168, 257, 26, 17]",168,0b10101000,3,5.94
"[7, 29, 203, 168, 65537, 34719, 89]",168,0b10101000,3,5.94
"[13, 29, 377, 336, 5, 4, 269]",336,0b101010000,3,5.85
"[13, 29, 377, 336, 17, 13, 257]",336,0b101010000,3,5.85
"[13, 29, 377, 336, 257, 13, 17]",336,0b101010000,3,5.85
"[13, 29, 377, 336, 65537, 50128, 257]",336,0b101010000,3,5.85
"[29, 97, 2813, 2688, 257, 98, 1025]",2688,0b101010000000,3,5.76
"[29, 97, 2813, 2688, 65537, 6266, 257]",2688,0b101010000000,3,5.76
"[29, 193, 5597, 5376, 257, 49, 1025]",5376,0b1010100000000,3,5.75
"[29, 193, 5597, 5376, 65537, 3133, 257]",5376,0b1010100000000,3,5.75
"[5, 43, 215, 168, 5, 3, 101]",168,0b10101000,3,5.61
"[5, 43, 215, 168, 17, 9, 89]",168,0b10101000,3,5.61
"[5, 43, 215, 168, 257, 26, 17]",168,0b10101000,3,5.61
"[5, 43, 215, 168, 65537, 34719, 89]",168,0b10101000,3,5.61
"[13, 113, 1469, 1344, 17, 16, 1265]",1344,0b10101000000,3,5.59
"[13, 113, 1469, 1344, 257, 196, 1025]",1344,0b10101000000,3,5.59
"[13, 113, 1469, 1344, 65537, 12532, 257]",1344,0b10101000000,3,5.59
"[13, 449, 5837, 5376, 257, 49, 1025]",5376,0b1010100000000,3,5.52
"[13, 449, 5837, 5376, 65537, 3133, 257]",5376,0b1010100000000,3,5.52
"[11, 41, 451, 400, 17, 15, 353]",400,0b110010000,3,5.33
"[11, 41, 451, 400, 257, 124, 193]",400,0b110010000,3,5.33
"[11, 41, 451, 400, 65537, 44729, 273]",400,0b110010000,3,5.33
"[5, 23, 115, 88, 3, 2, 59]",88,0b1011000,3,5.26
"[97, 113, 10961, 10752, 257, 153, 6401]",10752,0b10101000000000,3,5.09
"[97, 113, 10961, 10752, 65537, 34335, 5633]",10752,0b10101000000000,3,5.09
"[113, 193, 21809, 21504, 257, 205, 17153]",21504,0b101010000000000,3,5.05
"[113, 193, 21809, 21504, 65537, 49936, 16385]",21504,0b101010000000000,3,5.05
"[257, 337, 86609, 86016, 257, 244, 81665]",86016,0b10101000000000000,3,5.04
"[257, 337, 86609, 86016, 65537, 12484, 16385]",86016,0b10101000000000000,3,5.04
"[17, 337, 5729, 5376, 17, 4, 1265]",5376,0b1010100000000,3,4.99
"[17, 337, 5729, 5376, 257, 49, 1025]",5376,0b1010100000000,3,4.99
"[17, 337, 5729, 5376, 65537, 3133, 257]",5376,0b1010100000000,3,4.99
"[5, 89, 445, 352, 5, 2, 141]",352,0b101100000,3,4.95
"[101, 257, 25957, 25600, 257, 18, 1793]",25600,0b110010000000000,3,4.94
"[101, 257, 25957, 25600, 65537, 7867, 3073]",25600,0b110010000000000,3,4.94
"[97, 449, 43553, 43008, 257, 231, 38657]",43008,0b1010100000000000,3,4.92
"[97, 449, 43553, 43008, 65537, 24968, 16385]",43008,0b1010100000000000,3,4.92
"[5, 337, 1685, 1344, 17, 16, 1265]",1344,0b10101000000,3,4.87
"[5, 337, 1685, 1344, 257, 196, 1025]",1344,0b10101000000,3,4.87
"[5, 337, 1685, 1344, 65537, 12532, 257]",1344,0b10101000000,3,4.87
"[193, 449, 86657, 86016, 257, 244, 81665]",86016,0b10101000000000000,3,4.87
"[193, 449, 86657, 86016, 65537, 12484, 16385]",86016,0b10101000000000000,3,4.87
"[17, 101, 1717, 1600, 17, 8, 753]",1600,0b11001000000,3,4.78
"[17, 101, 1717, 1600, 257, 31, 193]",1600,0b11001000000,3,4.78
"[17, 101, 1717, 1600, 65537, 60335, 1473]",1600,0b11001000000,3,4.78
"[17, 353, 6001, 5632, 17, 10, 3313]",5632,0b1011000000000,3,4.77
"[3, 337, 1011, 672, 17, 15, 593]",672,0b1010100000,3,4.75
"[3, 337, 1011, 672, 257, 135, 353]",672,0b1010100000,3,4.75
"[3, 337, 1011, 672, 65537, 25064, 257]",672,0b1010100000,3,4.75
"[3, 43, 129, 84, 3, 1, 140]",84,0b1010100,3,4.69
"[3, 43, 129, 84, 5, 1, 17]",84,0b1010100,3,4.69
"[3, 43, 129, 84, 17, 1, 5]",84,0b1010100,3,4.69
"[3, 43, 129, 84, 257, 52, 17]",84,0b1010100,3,4.69
"[3, 43, 129, 84, 65537, 3901, 5]",84,0b1010100,3,4.69
"[5, 353, 1765, 1408, 17, 6, 497]",1408,0b10110000000,3,4.65
"[3, 353, 1059, 704, 17, 12, 497]",704,0b1011000000,3,4.54
"[3, 89, 267, 176, 5, 4, 141]",176,0b10110000,3,4.51
"[17, 29, 493, 448, 5, 3, 269]",448,0b111000000,3,4.47
"[5, 101, 505, 400, 5, 1, 560]",400,0b110010000,3,4.37
"[5, 101, 505, 400, 17, 15, 353]",400,0b110010000,3,4.37
"[5, 101, 505, 400, 257, 124, 193]",400,0b110010000,3,4.37
"[5, 101, 505, 400, 65537, 44729, 273]",400,0b110010000,3,4.37
"[257, 401, 103057, 102400, 257, 133, 52993]",102400,0b11001000000000000,3,4.24
"[257, 401, 103057, 102400, 65537, 18351, 28673]",102400,0b11001000000000000,3,4.24
"[71, 257, 18247, 17920, 257, 246, 17153]",17920,0b100011000000000,3,4.21
"[71, 257, 18247, 17920, 65537, 20601, 5633]",17920,0b100011000000000,3,4.21
"[17, 401, 6817, 6400, 17, 2, 753]",6400,0b1100100000000,3,4.2
"[17, 401, 6817, 6400, 257, 72, 1793]",6400,0b1100100000000,3,4.2
"[17, 401, 6817, 6400, 65537, 31468, 3073]",6400,0b1100100000000,3,4.2
"[5, 29, 145, 112, 3, 2, 75]",112,0b1110000,3,4.17
"[5, 401, 2005, 1600, 17, 8, 753]",1600,0b11001000000,3,4.09
"[5, 401, 2005, 1600, 257, 31, 193]",1600,0b11001000000,3,4.09
"[5, 401, 2005, 1600, 65537, 60335, 1473]",1600,0b11001000000,3,4.09
"[3, 401, 1203, 800, 17, 16, 753]",800,0b1100100000,3,3.99
"[3, 401, 1203, 800, 257, 62, 193]",800,0b1100100000,3,3.99
"[3, 401, 1203, 800, 65537, 55133, 673]",800,0b1100100000,3,3.99
"[17, 71, 1207, 1120, 17, 9, 593]",1120,0b10001100000,3,3.98
"[17, 71, 1207, 1120, 257, 81, 353]",1120,0b10001100000,3,3.98
"[17, 71, 1207, 1120, 65537, 1931, 33]",1120,0b10001100000,3,3.98
"[3, 101, 303, 200, 5, 1, 320]",200,0b11001000,3,3.97
"[3, 101, 303, 200, 17, 13, 153]",200,0b11001000,3,3.97
"[3, 101, 303, 200, 257, 248, 193]",200,0b11001000,3,3.97
"[3, 101, 303, 200, 65537, 23921, 73]",200,0b11001000,3,3.97
"[5, 113, 565, 448, 5, 3, 269]",448,0b111000000,3,3.9
"[11, 449, 4939, 4480, 257, 213, 3713]",4480,0b1000110000000,3,3.89
"[11, 449, 4939, 4480, 65537, 16867, 1153]",4480,0b1000110000000,3,3.89
"[11, 113, 1243, 1120, 17, 9, 593]",1120,0b10001100000,3,3.86
"[11, 113, 1243, 1120, 257, 81, 353]",1120,0b10001100000,3,3.86
"[11, 113, 1243, 1120, 65537, 1931, 33]",1120,0b10001100000,3,3.86
"[3, 53, 159, 104, 3, 1, 35]",104,0b1101000,3,3.8
"[11, 29, 319, 280, 5, 1, 336]",280,0b100011000,3,3.77
"[11, 29, 319, 280, 17, 2, 33]",280,0b100011000,3,3.77
"[11, 29, 319, 280, 257, 67, 73]",280,0b100011000,3,3.77
"[11, 29, 319, 280, 65537, 7724, 33]",280,0b100011000,3,3.77
"[17, 449, 7633, 7168, 17, 3, 1265]",7168,0b1110000000000,3,3.75
"[5, 449, 2245, 1792, 17, 12, 1265]",1792,0b11100000000,3,3.65
"[83, 257, 21331, 20992, 257, 210, 17153]",20992,0b101001000000000,3,3.6
"[83, 257, 21331, 20992, 65537, 27177, 8705]",20992,0b101001000000000,3,3.6
"[3, 449, 1347, 896, 17, 7, 369]",896,0b1110000000,3,3.57
"[3, 113, 339, 224, 5, 1, 45]",224,0b11100000,3,3.55
"[29, 41, 1189, 1120, 17, 9, 593]",1120,0b10001100000,3,3.54
"[29, 41, 1189, 1120, 257, 81, 353]",1120,0b10001100000,3,3.54
"[29, 41, 1189, 1120, 65537, 1931, 33]",1120,0b10001100000,3,3.54
"[17, 83, 1411, 1312, 17, 11, 849]",1312,0b10100100000,3,3.4
"[17, 83, 1411, 1312, 257, 19, 97]",1312,0b10100100000,3,3.4
"[17, 83, 1411, 1312, 65537, 41610, 833]",1312,0b10100100000,3,3.4
"[5, 71, 355, 280, 5, 1, 392]",280,0b100011000,3,3.39
"[5, 71, 355, 280, 17, 2, 33]",280,0b100011000,3,3.39
"[5, 71, 355, 280, 257, 67, 73]",280,0b100011000,3,3.39
"[5, 71, 355, 280, 65537, 7724, 33]",280,0b100011000,3,3.39
"[149, 257, 38293, 37888, 257, 33, 4865]",37888,0b1001010000000000,3,3.35
"[149, 257, 38293, 37888, 65537, 1773, 1025]",37888,0b1001010000000000,3,3.35
"[17, 149, 2533, 2368, 17, 10, 1393]",2368,0b100101000000,3,3.24
"[17, 149, 2533, 2368, 257, 14, 129]",2368,0b100101000000,3,3.24
"[17, 149, 2533, 2368, 65537, 28368, 1025]",2368,0b100101000000,3,3.24
"[41, 113, 4633, 4480, 17, 15, 3953]",4480,0b1000110000000,3,3.24
"[41, 113, 4633, 4480, 257, 213, 3713]",4480,0b1000110000000,3,3.24
"[41, 113, 4633, 4480, 65537, 16867, 1153]",4480,0b1000110000000,3,3.24
"[257, 281, 72217, 71680, 257, 190, 52993]",71680,0b10001100000000000,3,3.2
"[257, 281, 72217, 71680, 65537, 54303, 59393]",71680,0b10001100000000000,3,3.2
"[41, 449, 18409, 17920, 257, 246, 17153]",17920,0b100011000000000,3,3.16
"[41, 449, 18409, 17920, 65537, 20601, 5633]",17920,0b100011000000000,3,3.16
"[17, 281, 4777, 4480, 17, 15, 3953]",4480,0b1000110000000,3,3.14
"[17, 281, 4777, 4480, 257, 213, 3713]",4480,0b1000110000000,3,3.14
"[17, 281, 4777, 4480, 65537, 16867, 1153]",4480,0b1000110000000,3,3.14
"[17, 23, 391, 352, 5, 2, 141]",352,0b101100000,3,3.08
"[5, 281, 1405, 1120, 17, 9, 593]",1120,0b10001100000,3,2.99
"[5, 281, 1405, 1120, 257, 81, 353]",1120,0b10001100000,3,2.99
"[5, 281, 1405, 1120, 65537, 1931, 33]",1120,0b10001100000,3,2.99
"[7, 29, 203, 168, 3, 1, 224]",168,0b10101000,3,2.97
"[5, 149, 745, 592, 5, 2, 237]",592,0b1001010000,3,2.96
"[5, 149, 745, 592, 17, 6, 209]",592,0b1001010000,3,2.96
"[5, 149, 745, 592, 257, 56, 129]",592,0b1001010000,3,2.96
"[5, 149, 745, 592, 65537, 47935, 433]",592,0b1001010000,3,2.96
"[29, 97, 2813, 2688, 17, 8, 1265]",2688,0b101010000000,3,2.92
"[5, 83, 415, 328, 5, 3, 197]",328,0b101001000,3,2.9
"[5, 83, 415, 328, 17, 10, 193]",328,0b101001000,3,2.9
"[5, 83, 415, 328, 257, 76, 97]",328,0b101001000,3,2.9
"[5, 83, 415, 328, 65537, 35366, 177]",328,0b101001000,3,2.9
"[3, 281, 843, 560, 17, 1, 33]",560,0b1000110000,3,2.85
"[3, 281, 843, 560, 257, 162, 353]",560,0b1000110000,3,2.85
"[3, 281, 843, 560, 65537, 3862, 33]",560,0b1000110000,3,2.85
"[3, 71, 213, 140, 3, 1, 47]",140,0b10001100,3,2.83
"[3, 71, 213, 140, 5, 1, 224]",140,0b10001100,3,2.83
"[3, 71, 213, 140, 17, 4, 33]",140,0b10001100,3,2.83
"[3, 71, 213, 140, 257, 134, 73]",140,0b10001100,3,2.83
"[3, 71, 213, 140, 65537, 15448, 33]",140,0b10001100,3,2.83
"[5, 43, 215, 168, 3, 1, 224]",168,0b10101000,3,2.8
"[3, 149, 447, 296, 5, 4, 237]",296,0b100101000,3,2.69
"[3, 149, 447, 296, 17, 12, 209]",296,0b100101000,3,2.69
