"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[3, 17, 51, 32, 16691, 14083, 27]",51,32,16691,12.0
"[3, 17, 51, 32, 16693, 15128, 29]",51,32,16693,24.0
"[3, 17, 51, 32, 16699, 9915, 19]",51,32,16699,12.0
"[3, 17, 51, 32, 16703, 16181, 31]",51,32,16703,12.0
"[3, 17, 51, 32, 16729, 4705, 9]",51,32,16729,48.0
"[3, 17, 51, 32, 16741, 6801, 13]",51,32,16741,24.0
"[3, 17, 51, 32, 16747, 1570, 3]",51,32,16747,12.0
"[3, 17, 51, 32, 16759, 3666, 7]",51,32,16759,12.0
"[3, 17, 51, 32, 16763, 9953, 19]",51,32,16763,12.0
"[3, 17, 51, 32, 16787, 14164, 27]",51,32,16787,12.0
"[3, 17, 51, 32, 16811, 1576, 3]",51,32,16811,12.0
"[3, 17, 51, 32, 16823, 3680, 7]",51,32,16823,12.0
"[3, 17, 51, 32, 16829, 11044, 21]",51,32,16829,24.0
"[3, 17, 51, 32, 16831, 16305, 31]",51,32,16831,12.0
"[3, 17, 51, 32, 16843, 1579, 3]",51,32,16843,12.0
"[3, 17, 51, 32, 16871, 12126, 23]",51,32,16871,12.0
"[3, 17, 51, 32, 16879, 7912, 15]",51,32,16879,12.0
"[3, 17, 51, 32, 16883, 14245, 27]",51,32,16883,12.0
"[3, 17, 51, 32, 16889, 4750, 9]",51,32,16889,48.0
"[3, 17, 51, 32, 16901, 6866, 13]",51,32,16901,24.0
"[3, 17, 51, 32, 16903, 12149, 23]",51,32,16903,12.0
"[3, 17, 51, 32, 16921, 4759, 9]",51,32,16921,48.0
"[3, 17, 51, 32, 16927, 16398, 31]",51,32,16927,12.0
"[3, 17, 51, 32, 16931, 5820, 11]",51,32,16931,12.0
"[3, 17, 51, 32, 16937, 13232, 25]",51,32,16937,48.0
"[3, 17, 51, 32, 16943, 7942, 15]",51,32,16943,12.0
"[3, 17, 51, 32, 16963, 5831, 11]",51,32,16963,12.0
"[3, 17, 51, 32, 16979, 14326, 27]",51,32,16979,12.0
"[3, 17, 51, 32, 16981, 15389, 29]",51,32,16981,24.0
"[3, 17, 51, 32, 16987, 10086, 19]",51,32,16987,12.0
"[3, 17, 51, 32, 16993, 531, 1]",51,32,16993,96.0
"[3, 17, 51, 32, 17011, 14353, 27]",51,32,17011,12.0
"[3, 17, 51, 32, 17021, 11170, 21]",51,32,17021,24.0
"[3, 17, 51, 32, 17027, 5853, 11]",51,32,17027,12.0
"[3, 17, 51, 32, 17029, 6918, 13]",51,32,17029,24.0
"[3, 17, 51, 32, 17033, 13307, 25]",51,32,17033,48.0
"[3, 17, 51, 32, 17041, 9053, 17]",51,32,17041,96.0
"[3, 17, 51, 32, 17047, 3729, 7]",51,32,17047,12.0
"[3, 17, 51, 32, 17053, 11191, 21]",51,32,17053,24.0
"[3, 17, 51, 32, 17077, 15476, 29]",51,32,17077,24.0
"[3, 17, 51, 32, 17093, 6944, 13]",51,32,17093,24.0
"[3, 17, 51, 32, 17099, 1603, 3]",51,32,17099,12.0
"[3, 17, 51, 32, 17107, 14434, 27]",51,32,17107,12.0
"[3, 17, 51, 32, 17117, 11233, 21]",51,32,17117,24.0
"[3, 17, 51, 32, 17123, 5886, 11]",51,32,17123,12.0
"[3, 17, 51, 32, 17137, 9104, 17]",51,32,17137,96.0
"[3, 17, 51, 32, 17159, 12333, 23]",51,32,17159,12.0
"[3, 17, 51, 32, 17167, 8047, 15]",51,32,17167,12.0
"[3, 17, 51, 32, 17183, 16646, 31]",51,32,17183,12.0
"[3, 17, 51, 32, 17189, 6983, 13]",51,32,17189,24.0
"[3, 17, 51, 32, 17191, 12356, 23]",51,32,17191,12.0
"[3, 17, 51, 32, 17203, 14515, 27]",51,32,17203,12.0
"[3, 17, 51, 32, 17207, 3764, 7]",51,32,17207,12.0
"[3, 17, 51, 32, 17209, 4840, 9]",51,32,17209,48.0
"[3, 17, 51, 32, 17231, 8077, 15]",51,32,17231,12.0
"[3, 17, 51, 32, 17239, 3771, 7]",51,32,17239,12.0
"[3, 17, 51, 32, 17257, 13482, 25]",51,32,17257,48.0
"[3, 17, 51, 32, 17291, 1621, 3]",51,32,17291,12.0
"[3, 17, 51, 32, 17293, 2702, 5]",51,32,17293,24.0
"[3, 17, 51, 32, 17299, 14596, 27]",51,32,17299,12.0
"[3, 17, 51, 32, 17317, 7035, 13]",51,32,17317,24.0
"[3, 17, 51, 32, 17321, 13532, 25]",51,32,17321,48.0
"[3, 17, 51, 32, 17327, 8122, 15]",51,32,17327,12.0
"[3, 17, 51, 32, 17333, 15708, 29]",51,32,17333,24.0
"[3, 17, 51, 32, 17341, 11380, 21]",51,32,17341,24.0
"[3, 17, 51, 32, 17351, 12471, 23]",51,32,17351,12.0
"[3, 17, 51, 32, 17359, 8137, 15]",51,32,17359,12.0
"[3, 17, 51, 32, 17377, 543, 1]",51,32,17377,96.0
"[3, 17, 51, 32, 17383, 12494, 23]",51,32,17383,12.0
"[3, 17, 51, 32, 17387, 1630, 3]",51,32,17387,12.0
"[3, 17, 51, 32, 17389, 2717, 5]",51,32,17389,24.0
"[3, 17, 51, 32, 17393, 9240, 17]",51,32,17393,96.0
"[3, 17, 51, 32, 17401, 4894, 9]",51,32,17401,48.0
"[3, 17, 51, 32, 17417, 13607, 25]",51,32,17417,48.0
"[3, 17, 51, 32, 17419, 1633, 3]",51,32,17419,12.0
"[3, 17, 51, 32, 17431, 3813, 7]",51,32,17431,12.0
"[3, 17, 51, 32, 17443, 5996, 11]",51,32,17443,12.0
"[3, 17, 51, 32, 17449, 13632, 25]",51,32,17449,48.0
"[3, 17, 51, 32, 17467, 10371, 19]",51,32,17467,12.0
"[3, 17, 51, 32, 17471, 16925, 31]",51,32,17471,12.0
"[3, 17, 51, 32, 17477, 7100, 13]",51,32,17477,24.0
"[3, 17, 51, 32, 17483, 1639, 3]",51,32,17483,12.0
"[3, 17, 51, 32, 17489, 9291, 17]",51,32,17489,96.0
"[3, 17, 51, 32, 17491, 14758, 27]",51,32,17491,12.0
"[3, 17, 51, 32, 17497, 4921, 9]",51,32,17497,48.0
"[3, 17, 51, 32, 17509, 7113, 13]",51,32,17509,24.0
"[3, 17, 51, 32, 17519, 8212, 15]",51,32,17519,12.0
"[3, 17, 51, 32, 17539, 6029, 11]",51,32,17539,12.0
"[3, 17, 51, 32, 17551, 8227, 15]",51,32,17551,12.0
"[3, 17, 51, 32, 17569, 549, 1]",51,32,17569,96.0
"[3, 17, 51, 32, 17573, 7139, 13]",51,32,17573,24.0
"[3, 17, 51, 32, 17579, 1648, 3]",51,32,17579,12.0
"[3, 17, 51, 32, 17581, 2747, 5]",51,32,17581,24.0
"[3, 17, 51, 32, 17597, 11548, 21]",51,32,17597,24.0
"[3, 17, 51, 32, 17599, 17049, 31]",51,32,17599,12.0
"[3, 17, 51, 32, 17609, 13757, 25]",51,32,17609,48.0
"[3, 17, 51, 32, 17623, 3855, 7]",51,32,17623,12.0
"[3, 17, 51, 32, 17627, 10466, 19]",51,32,17627,12.0
"[3, 17, 51, 32, 17657, 4966, 9]",51,32,17657,48.0
"[3, 17, 51, 32, 17659, 10485, 19]",51,32,17659,12.0
"[3, 17, 51, 32, 17669, 7178, 13]",51,32,17669,24.0
"[3, 17, 51, 32, 17681, 9393, 17]",51,32,17681,96.0
"[3, 17, 51, 32, 17683, 14920, 27]",51,32,17683,12.0
"[3, 17, 51, 32, 17707, 1660, 3]",51,32,17707,12.0
"[3, 17, 51, 32, 17713, 9410, 17]",51,32,17713,96.0
"[3, 17, 51, 32, 17729, 554, 1]",51,32,17729,96.0
"[3, 17, 51, 32, 17737, 13857, 25]",51,32,17737,48.0
"[3, 17, 51, 32, 17747, 14974, 27]",51,32,17747,12.0
"[3, 17, 51, 32, 17749, 16085, 29]",51,32,17749,24.0
"[3, 17, 51, 32, 17761, 555, 1]",51,32,17761,96.0
"[3, 17, 51, 32, 17783, 3890, 7]",51,32,17783,12.0
"[3, 17, 51, 32, 17789, 11674, 21]",51,32,17789,24.0
"[3, 17, 51, 32, 17791, 17235, 31]",51,32,17791,12.0
"[3, 17, 51, 32, 17807, 8347, 15]",51,32,17807,12.0
"[3, 17, 51, 32, 17827, 6128, 11]",51,32,17827,12.0
"[3, 17, 51, 32, 17837, 2787, 5]",51,32,17837,24.0
"[3, 17, 51, 32, 17839, 8362, 15]",51,32,17839,12.0
"[3, 17, 51, 32, 17851, 10599, 19]",51,32,17851,12.0
"[3, 17, 51, 32, 17863, 12839, 23]",51,32,17863,12.0
"[3, 17, 51, 32, 17881, 5029, 9]",51,32,17881,48.0
"[3, 17, 51, 32, 17891, 6150, 11]",51,32,17891,12.0
"[3, 17, 51, 32, 17903, 8392, 15]",51,32,17903,12.0
"[3, 17, 51, 32, 17909, 16230, 29]",51,32,17909,24.0
"[3, 17, 51, 32, 17911, 3918, 7]",51,32,17911,12.0
"[3, 17, 51, 32, 17921, 560, 1]",51,32,17921,96.0
"[3, 17, 51, 32, 17923, 6161, 11]",51,32,17923,12.0
"[3, 17, 51, 32, 17929, 14007, 25]",51,32,17929,48.0
"[3, 17, 51, 32, 17939, 15136, 27]",51,32,17939,12.0
"[3, 17, 51, 32, 17957, 7295, 13]",51,32,17957,24.0
"[3, 17, 51, 32, 17959, 12908, 23]",51,32,17959,12.0
"[3, 17, 51, 32, 17971, 15163, 27]",51,32,17971,12.0
"[3, 17, 51, 32, 17977, 5056, 9]",51,32,17977,48.0
"[3, 17, 51, 32, 17981, 11800, 21]",51,32,17981,24.0
"[3, 17, 51, 32, 17987, 6183, 11]",51,32,17987,12.0
"[3, 17, 51, 32, 17989, 7308, 13]",51,32,17989,24.0
"[3, 17, 51, 32, 18013, 11821, 21]",51,32,18013,24.0
"[3, 17, 51, 32, 18041, 5074, 9]",51,32,18041,48.0
"[3, 17, 51, 32, 18043, 10713, 19]",51,32,18043,12.0
"[3, 17, 51, 32, 18047, 17483, 31]",51,32,18047,12.0
"[3, 17, 51, 32, 18049, 564, 1]",51,32,18049,96.0
"[3, 17, 51, 32, 18059, 1693, 3]",51,32,18059,12.0
"[3, 17, 51, 32, 18061, 2822, 5]",51,32,18061,24.0
"[3, 17, 51, 32, 18077, 11863, 21]",51,32,18077,24.0
"[3, 17, 51, 32, 18089, 14132, 25]",51,32,18089,48.0
"[3, 17, 51, 32, 18097, 9614, 17]",51,32,18097,96.0
"[3, 17, 51, 32, 18119, 13023, 23]",51,32,18119,12.0
"[3, 17, 51, 32, 18121, 14157, 25]",51,32,18121,48.0
"[3, 17, 51, 32, 18127, 8497, 15]",51,32,18127,12.0
"[3, 17, 51, 32, 18131, 15298, 27]",51,32,18131,12.0
"[3, 17, 51, 32, 18133, 16433, 29]",51,32,18133,24.0
"[3, 17, 51, 32, 18143, 17576, 31]",51,32,18143,12.0
"[3, 17, 51, 32, 18149, 7373, 13]",51,32,18149,24.0
"[3, 17, 51, 32, 18169, 5110, 9]",51,32,18169,48.0
"[3, 17, 51, 32, 18181, 7386, 13]",51,32,18181,24.0
"[3, 17, 51, 32, 18191, 8527, 15]",51,32,18191,12.0
"[3, 17, 51, 32, 18199, 3981, 7]",51,32,18199,12.0
"[3, 17, 51, 32, 18211, 6260, 11]",51,32,18211,12.0
"[3, 17, 51, 32, 18217, 14232, 25]",51,32,18217,48.0
"[3, 17, 51, 32, 18223, 8542, 15]",51,32,18223,12.0
"[3, 17, 51, 32, 18229, 16520, 29]",51,32,18229,24.0
"[3, 17, 51, 32, 18233, 5128, 9]",51,32,18233,48.0
"[3, 17, 51, 32, 18251, 1711, 3]",51,32,18251,12.0
"[3, 17, 51, 32, 18253, 2852, 5]",51,32,18253,24.0
"[3, 17, 51, 32, 18257, 9699, 17]",51,32,18257,96.0
"[3, 17, 51, 32, 18269, 11989, 21]",51,32,18269,24.0
"[3, 17, 51, 32, 18287, 8572, 15]",51,32,18287,12.0
"[3, 17, 51, 32, 18289, 9716, 17]",51,32,18289,96.0
"[3, 17, 51, 32, 18301, 12010, 21]",51,32,18301,24.0
"[3, 17, 51, 32, 18307, 6293, 11]",51,32,18307,12.0
"[3, 17, 51, 32, 18311, 13161, 23]",51,32,18311,12.0
"[3, 17, 51, 32, 18313, 14307, 25]",51,32,18313,48.0
"[3, 17, 51, 32, 18329, 5155, 9]",51,32,18329,48.0
"[3, 17, 51, 32, 18341, 7451, 13]",51,32,18341,24.0
"[3, 17, 51, 32, 18353, 9750, 17]",51,32,18353,96.0
"[3, 17, 51, 32, 18367, 17793, 31]",51,32,18367,12.0
"[3, 17, 51, 32, 18371, 6315, 11]",51,32,18371,12.0
"[3, 17, 51, 32, 18379, 1723, 3]",51,32,18379,12.0
"[3, 17, 51, 32, 18397, 12073, 21]",51,32,18397,24.0
"[3, 17, 51, 32, 18401, 575, 1]",51,32,18401,96.0
"[3, 17, 51, 32, 18413, 2877, 5]",51,32,18413,24.0
"[3, 17, 51, 32, 18427, 10941, 19]",51,32,18427,12.0
"[3, 17, 51, 32, 18433, 576, 1]",51,32,18433,96.0
"[3, 17, 51, 32, 18439, 13253, 23]",51,32,18439,12.0
"[3, 17, 51, 32, 18443, 1729, 3]",51,32,18443,12.0
"[3, 17, 51, 32, 18451, 15568, 27]",51,32,18451,12.0
"[3, 17, 51, 32, 18457, 5191, 9]",51,32,18457,48.0
"[3, 17, 51, 32, 18461, 12115, 21]",51,32,18461,24.0
"[3, 17, 51, 32, 18481, 9818, 17]",51,32,18481,96.0
"[3, 17, 51, 32, 18493, 12136, 21]",51,32,18493,24.0
"[3, 17, 51, 32, 18503, 13299, 23]",51,32,18503,12.0
"[3, 17, 51, 32, 18517, 16781, 29]",51,32,18517,24.0
"[3, 17, 51, 32, 18521, 5209, 9]",51,32,18521,48.0
"[3, 17, 51, 32, 18523, 10998, 19]",51,32,18523,12.0
"[3, 17, 51, 32, 18539, 1738, 3]",51,32,18539,12.0
"[3, 17, 51, 32, 18541, 2897, 5]",51,32,18541,24.0
"[3, 17, 51, 32, 18553, 5218, 9]",51,32,18553,48.0
"[3, 17, 51, 32, 18583, 4065, 7]",51,32,18583,12.0
"[3, 17, 51, 32, 18587, 11036, 19]",51,32,18587,12.0
"[3, 17, 51, 32, 18593, 581, 1]",51,32,18593,96.0
"[3, 17, 51, 32, 18617, 5236, 9]",51,32,18617,48.0
"[3, 17, 51, 32, 18637, 2912, 5]",51,32,18637,24.0
"[3, 17, 51, 32, 18661, 7581, 13]",51,32,18661,24.0
"[3, 17, 51, 32, 18671, 8752, 15]",51,32,18671,12.0
"[3, 17, 51, 32, 18679, 4086, 7]",51,32,18679,12.0
"[3, 17, 51, 32, 18691, 6425, 11]",51,32,18691,12.0
"[3, 17, 51, 32, 18701, 2922, 5]",51,32,18701,24.0
"[3, 17, 51, 32, 18713, 5263, 9]",51,32,18713,48.0
"[3, 17, 51, 32, 18719, 18134, 31]",51,32,18719,12.0
"[3, 17, 51, 32, 18731, 1756, 3]",51,32,18731,12.0
"[3, 17, 51, 32, 18743, 4100, 7]",51,32,18743,12.0
"[3, 17, 51, 32, 18749, 12304, 21]",51,32,18749,24.0
"[3, 17, 51, 32, 18757, 7620, 13]",51,32,18757,24.0
"[3, 17, 51, 32, 18773, 17013, 29]",51,32,18773,24.0
"[3, 17, 51, 32, 18787, 6458, 11]",51,32,18787,12.0
"[3, 17, 51, 32, 18793, 14682, 25]",51,32,18793,48.0
"[3, 17, 51, 32, 18797, 2937, 5]",51,32,18797,24.0
"[3, 17, 51, 32, 18803, 15865, 27]",51,32,18803,12.0
"[3, 17, 51, 32, 18839, 4121, 7]",51,32,18839,12.0
"[3, 17, 51, 32, 18859, 1768, 3]",51,32,18859,12.0
"[3, 17, 51, 32, 18869, 17100, 29]",51,32,18869,24.0
"[3, 17, 51, 32, 18899, 15946, 27]",51,32,18899,12.0
"[3, 17, 51, 32, 18911, 18320, 31]",51,32,18911,12.0
"[3, 17, 51, 32, 18913, 591, 1]",51,32,18913,96.0
"[3, 17, 51, 32, 18917, 7685, 13]",51,32,18917,24.0
"[3, 17, 51, 32, 18919, 13598, 23]",51,32,18919,12.0
"[3, 17, 51, 32, 18947, 6513, 11]",51,32,18947,12.0
"[3, 17, 51, 32, 18959, 8887, 15]",51,32,18959,12.0
"[3, 17, 51, 32, 18973, 12451, 21]",51,32,18973,24.0
"[3, 17, 51, 32, 18979, 6524, 11]",51,32,18979,12.0
"[3, 17, 51, 32, 19001, 5344, 9]",51,32,19001,48.0
"[3, 17, 51, 32, 19009, 594, 1]",51,32,19009,96.0
"[3, 17, 51, 32, 19013, 7724, 13]",51,32,19013,24.0
"[3, 17, 51, 32, 19031, 4163, 7]",51,32,19031,12.0
"[3, 17, 51, 32, 19037, 12493, 21]",51,32,19037,24.0
"[3, 17, 51, 32, 19051, 1786, 3]",51,32,19051,12.0
"[3, 17, 51, 32, 19069, 12514, 21]",51,32,19069,24.0
"[3, 17, 51, 32, 19073, 596, 1]",51,32,19073,96.0
"[3, 17, 51, 32, 19079, 13713, 23]",51,32,19079,12.0
"[3, 17, 51, 32, 19081, 14907, 25]",51,32,19081,48.0
"[3, 17, 51, 32, 19087, 8947, 15]",51,32,19087,12.0
"[3, 17, 51, 32, 19121, 10158, 17]",51,32,19121,96.0
"[3, 17, 51, 32, 19139, 6579, 11]",51,32,19139,12.0
"[3, 17, 51, 32, 19141, 7776, 13]",51,32,19141,24.0
"[3, 17, 51, 32, 19157, 17361, 29]",51,32,19157,24.0
"[3, 17, 51, 32, 19163, 11378, 19]",51,32,19163,12.0
"[3, 17, 51, 32, 19181, 2997, 5]",51,32,19181,24.0
"[3, 17, 51, 32, 19183, 8992, 15]",51,32,19183,12.0
"[3, 17, 51, 32, 19207, 13805, 23]",51,32,19207,12.0
"[3, 17, 51, 32, 19211, 1801, 3]",51,32,19211,12.0
"[3, 17, 51, 32, 19213, 3002, 5]",51,32,19213,24.0
"[3, 17, 51, 32, 19219, 16216, 27]",51,32,19219,12.0
"[3, 17, 51, 32, 19231, 18630, 31]",51,32,19231,12.0
"[3, 17, 51, 32, 19237, 7815, 13]",51,32,19237,24.0
"[3, 17, 51, 32, 19249, 10226, 17]",51,32,19249,96.0
"[3, 17, 51, 32, 19259, 11435, 19]",51,32,19259,12.0
"[3, 17, 51, 32, 19267, 6623, 11]",51,32,19267,12.0
"[3, 17, 51, 32, 19273, 15057, 25]",51,32,19273,48.0
"[3, 17, 51, 32, 19289, 5425, 9]",51,32,19289,48.0
"[3, 17, 51, 32, 19301, 7841, 13]",51,32,19301,24.0
"[3, 17, 51, 32, 19309, 3017, 5]",51,32,19309,24.0
"[3, 17, 51, 32, 19319, 4226, 7]",51,32,19319,12.0
"[3, 17, 51, 32, 19333, 7854, 13]",51,32,19333,24.0
"[3, 17, 51, 32, 19373, 3027, 5]",51,32,19373,24.0
"[3, 17, 51, 32, 19379, 16351, 27]",51,32,19379,12.0
"[3, 17, 51, 32, 19381, 17564, 29]",51,32,19381,24.0
"[3, 17, 51, 32, 19387, 11511, 19]",51,32,19387,12.0
"[3, 17, 51, 32, 19391, 18785, 31]",51,32,19391,12.0
"[3, 17, 51, 32, 19403, 1819, 3]",51,32,19403,12.0
"[3, 17, 51, 32, 19417, 5461, 9]",51,32,19417,48.0
"[3, 17, 51, 32, 19421, 12745, 21]",51,32,19421,24.0
"[3, 17, 51, 32, 19423, 18816, 31]",51,32,19423,12.0
"[3, 17, 51, 32, 19427, 6678, 11]",51,32,19427,12.0
"[3, 17, 51, 32, 19429, 7893, 13]",51,32,19429,24.0
"[3, 17, 51, 32, 19433, 15182, 25]",51,32,19433,48.0
"[3, 17, 51, 32, 19441, 10328, 17]",51,32,19441,96.0
"[3, 17, 51, 32, 19447, 4254, 7]",51,32,19447,12.0
"[3, 17, 51, 32, 19457, 608, 1]",51,32,19457,96.0
"[3, 17, 51, 32, 19463, 13989, 23]",51,32,19463,12.0
"[3, 17, 51, 32, 19469, 3042, 5]",51,32,19469,24.0
"[3, 17, 51, 32, 19471, 9127, 15]",51,32,19471,12.0
"[3, 17, 51, 32, 19477, 17651, 29]",51,32,19477,24.0
"[3, 17, 51, 32, 19483, 11568, 19]",51,32,19483,12.0
"[3, 17, 51, 32, 19489, 609, 1]",51,32,19489,96.0
"[3, 17, 51, 32, 19501, 3047, 5]",51,32,19501,24.0
"[3, 17, 51, 32, 19507, 16459, 27]",51,32,19507,12.0
"[3, 17, 51, 32, 19531, 1831, 3]",51,32,19531,12.0
"[3, 17, 51, 32, 19541, 17709, 29]",51,32,19541,24.0
"[3, 17, 51, 32, 19543, 4275, 7]",51,32,19543,12.0
"[3, 17, 51, 32, 19553, 611, 1]",51,32,19553,96.0
"[3, 17, 51, 32, 19559, 14058, 23]",51,32,19559,12.0
"[3, 17, 51, 32, 19571, 16513, 27]",51,32,19571,12.0
"[3, 17, 51, 32, 19577, 5506, 9]",51,32,19577,48.0
"[3, 17, 51, 32, 19583, 18971, 31]",51,32,19583,12.0
"[3, 17, 51, 32, 19597, 3062, 5]",51,32,19597,24.0
"[3, 17, 51, 32, 19603, 16540, 27]",51,32,19603,12.0
"[3, 17, 51, 32, 19609, 5515, 9]",51,32,19609,48.0
"[3, 17, 51, 32, 19661, 3072, 5]",51,32,19661,24.0
"[3, 17, 51, 32, 19681, 615, 1]",51,32,19681,96.0
"[3, 17, 51, 32, 19687, 14150, 23]",51,32,19687,12.0
"[3, 17, 51, 32, 19697, 10464, 17]",51,32,19697,96.0
"[3, 17, 51, 32, 19699, 16621, 27]",51,32,19699,12.0
"[3, 17, 51, 32, 19709, 12934, 21]",51,32,19709,24.0
"[3, 17, 51, 32, 19717, 8010, 13]",51,32,19717,24.0
"[3, 17, 51, 32, 19727, 9247, 15]",51,32,19727,12.0
"[3, 17, 51, 32, 19739, 11720, 19]",51,32,19739,12.0
"[3, 17, 51, 32, 19751, 14196, 23]",51,32,19751,12.0
"[3, 17, 51, 32, 19753, 15432, 25]",51,32,19753,48.0
"[3, 17, 51, 32, 19759, 9262, 15]",51,32,19759,12.0
"[3, 17, 51, 32, 19763, 16675, 27]",51,32,19763,12.0
"[3, 17, 51, 32, 19777, 618, 1]",51,32,19777,96.0
"[3, 17, 51, 32, 19793, 10515, 17]",51,32,19793,96.0
"[3, 17, 51, 32, 19801, 5569, 9]",51,32,19801,48.0
"[3, 17, 51, 32, 19813, 8049, 13]",51,32,19813,24.0
"[3, 17, 51, 32, 19819, 1858, 3]",51,32,19819,12.0
"[3, 17, 51, 32, 19841, 620, 1]",51,32,19841,96.0
"[3, 17, 51, 32, 19843, 6821, 11]",51,32,19843,12.0
"[3, 17, 51, 32, 19853, 3102, 5]",51,32,19853,24.0
"[3, 17, 51, 32, 19861, 17999, 29]",51,32,19861,24.0
"[3, 17, 51, 32, 19867, 11796, 19]",51,32,19867,12.0
"[3, 17, 51, 32, 19889, 10566, 17]",51,32,19889,96.0
"[3, 17, 51, 32, 19891, 16783, 27]",51,32,19891,12.0
"[3, 17, 51, 32, 19913, 15557, 25]",51,32,19913,48.0
"[3, 17, 51, 32, 19919, 9337, 15]",51,32,19919,12.0
"[3, 17, 51, 32, 19927, 4359, 7]",51,32,19927,12.0
"[3, 17, 51, 32, 19937, 623, 1]",51,32,19937,96.0
"[3, 17, 51, 32, 19949, 3117, 5]",51,32,19949,24.0
"[3, 17, 51, 32, 19961, 5614, 9]",51,32,19961,48.0
"[3, 17, 51, 32, 19963, 11853, 19]",51,32,19963,12.0
"[3, 17, 51, 32, 19973, 8114, 13]",51,32,19973,24.0
"[3, 17, 51, 32, 19979, 1873, 3]",51,32,19979,12.0
"[3, 17, 51, 32, 19991, 4373, 7]",51,32,19991,12.0
"[3, 17, 51, 32, 19993, 5623, 9]",51,32,19993,48.0
"[3, 17, 51, 32, 19997, 13123, 21]",51,32,19997,24.0
"[3, 17, 51, 32, 20011, 1876, 3]",51,32,20011,12.0
"[3, 17, 51, 32, 20021, 18144, 29]",51,32,20021,24.0
"[3, 17, 51, 32, 20023, 4380, 7]",51,32,20023,12.0
"[3, 17, 51, 32, 20029, 13144, 21]",51,32,20029,24.0
"[3, 17, 51, 32, 20047, 9397, 15]",51,32,20047,12.0
"[3, 17, 51, 32, 20051, 16918, 27]",51,32,20051,12.0
"[3, 17, 51, 32, 20063, 19436, 31]",51,32,20063,12.0
"[3, 17, 51, 32, 20071, 14426, 23]",51,32,20071,12.0
"[3, 17, 51, 32, 20089, 5650, 9]",51,32,20089,48.0
"[3, 17, 51, 32, 20101, 8166, 13]",51,32,20101,24.0
"[3, 17, 51, 32, 20107, 1885, 3]",51,32,20107,12.0
"[3, 17, 51, 32, 20113, 10685, 17]",51,32,20113,96.0
"[3, 17, 51, 32, 20117, 18231, 29]",51,32,20117,24.0
"[3, 17, 51, 32, 20123, 11948, 19]",51,32,20123,12.0
"[3, 17, 51, 32, 20129, 629, 1]",51,32,20129,96.0
"[3, 17, 51, 32, 20143, 9442, 15]",51,32,20143,12.0
"[3, 17, 51, 32, 20147, 16999, 27]",51,32,20147,12.0
"[3, 17, 51, 32, 20149, 18260, 29]",51,32,20149,24.0
"[3, 17, 51, 32, 20161, 630, 1]",51,32,20161,96.0
"[3, 17, 51, 32, 20173, 3152, 5]",51,32,20173,24.0
"[3, 17, 51, 32, 20177, 10719, 17]",51,32,20177,96.0
"[3, 17, 51, 32, 20183, 4415, 7]",51,32,20183,12.0
"[3, 17, 51, 32, 20201, 15782, 25]",51,32,20201,48.0
"[3, 17, 51, 32, 20219, 12005, 19]",51,32,20219,12.0
"[3, 17, 51, 32, 20231, 14541, 23]",51,32,20231,12.0
"[3, 17, 51, 32, 20233, 15807, 25]",51,32,20233,48.0
"[3, 17, 51, 32, 20249, 5695, 9]",51,32,20249,48.0
"[3, 17, 51, 32, 20261, 8231, 13]",51,32,20261,24.0
"[3, 17, 51, 32, 20269, 3167, 5]",51,32,20269,24.0
"[3, 17, 51, 32, 20287, 19653, 31]",51,32,20287,12.0
"[3, 17, 51, 32, 20297, 15857, 25]",51,32,20297,48.0
"[3, 17, 51, 32, 20323, 6986, 11]",51,32,20323,12.0
"[3, 17, 51, 32, 20327, 14610, 23]",51,32,20327,12.0
"[3, 17, 51, 32, 20333, 3177, 5]",51,32,20333,24.0
"[3, 17, 51, 32, 20341, 18434, 29]",51,32,20341,24.0
"[3, 17, 51, 32, 20347, 12081, 19]",51,32,20347,12.0
"[3, 17, 51, 32, 20353, 636, 1]",51,32,20353,96.0
"[3, 17, 51, 32, 20357, 8270, 13]",51,32,20357,24.0
"[3, 17, 51, 32, 20359, 14633, 23]",51,32,20359,12.0
"[3, 17, 51, 32, 20369, 10821, 17]",51,32,20369,96.0
"[3, 17, 51, 32, 20389, 8283, 13]",51,32,20389,24.0
"[3, 17, 51, 32, 20393, 15932, 25]",51,32,20393,48.0
"[3, 17, 51, 32, 20399, 9562, 15]",51,32,20399,12.0
"[3, 17, 51, 32, 20407, 4464, 7]",51,32,20407,12.0
"[3, 17, 51, 32, 20411, 12119, 19]",51,32,20411,12.0
"[3, 17, 51, 32, 20431, 9577, 15]",51,32,20431,12.0
"[3, 17, 51, 32, 20441, 5749, 9]",51,32,20441,48.0
"[3, 17, 51, 32, 20443, 12138, 19]",51,32,20443,12.0
"[3, 17, 51, 32, 20477, 13438, 21]",51,32,20477,24.0
"[3, 17, 51, 32, 20479, 19839, 31]",51,32,20479,12.0
"[3, 17, 51, 32, 20483, 7041, 11]",51,32,20483,12.0
"[3, 17, 51, 32, 20507, 12176, 19]",51,32,20507,12.0
"[3, 17, 51, 32, 20509, 13459, 21]",51,32,20509,24.0
"[3, 17, 51, 32, 20521, 16032, 25]",51,32,20521,48.0
"[3, 17, 51, 32, 20533, 18608, 29]",51,32,20533,24.0
